Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
"Cord
3.8",Business Intelligence and Data Analyst (Senior to Lead),"Hemel Hempstead, England",£40K - £60K (Employer Est.),"£57,500 /yr (est.)",1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,3.5,"We’re looking for a Data and Business Intelligence Analyst to develop, embed and continuously improve the quality of reporting, measurement and data visualisation for the Executive team and functional teams to inform and enhance decision making. This is a real opportunity to innovate, be creative and implement impactful change across Haven Holidays and Caravan Sales.
Your Opportunity
To learn, develop and become an expert in a key area of the business by:
Developing new/enhanced reporting and visualisation of data to support effective decision-making, including requirements gathering and soliciting feedback
Supporting adaptation and utilisation of visualisation by ensuring effective use and understanding
Developing your expertise and become an SME in a particular specialism by gaining deep understanding of business KPIs and what factors drive decisions
Developing high quality data structures and support provision, consistency and quality of data
What we’d like you to bring:
Advanced SQL development skills coupled with solid experience of a data visualisation tool (Tableau, PowerBI)
Demonstrable experience of financial metrics and management reporting
Experience in additional programming languages, such as R or Python
Some experience in delivering large, data-focussed commercial change projects
What’s In It for You?
Competitive holiday allowance that rises with service
Holiday buy scheme
Annual bonus
20% discount for any Haven, Butlins or Warner holiday for you, friends, and family
Wellbeing support across several different topics
Opportunities to use our corporate box at The O2 arena for music, comedy, sport, and entertainment events
Exclusive discounts with several corporate partners
Access to fantastic learning and development opportunities, including Apprenticeships & Degrees
Real career pathways
If this sounds like the right opportunity for you, go ahead and apply!

Call with Recruiter
Interview with Head of Department
At home data test to be walked through at second interview
Teams interview with HoD
Coffee Chat with Chief Commercial Officer
Tableau, SQL, Data VisualisationTableau, SQL, Data Visualisation
Show Less
Report"
"TJX Europe
3.7",Senior Reward Analyst,"Watford, East of England, England",£40K - £60K (Employer Est.),"£28,716 /yr (est.)",10000+ Employees,1976,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),3.6,3.5,3.7,3.4,3.7,"Discovery is at the centre of everything we do. Wherever you find us around the world, if you can think of a product, you can probably find it in our stores. We are part of the TJX Family which includes TK Maxx, and Homesense in Europe and the UK and across the rest of the world you will find us as TJ Maxx, Marshalls, HomeGoods, Sierra and Winners.With variety comes plenty of surprises—our environment is ever-changing, and that’s just how we like it. Every day is an opportunity to discover something new about our business, our partnerships and even something exciting about yourself. Are you ready to Discover Different?

Job Summary
Acting as a member of the European Reward team, assists and supports the development, implementation and administration of Compensation & Benefits policies and programmes across Europe.

Key Responsibilities
Support the European benefits programmes including; researching and analysing and evaluating benefit plans, day to day administration and system activities, liaising with vendors to resolve customer issues, liaising with country brokers to resolve issues and escalate plan changes, assist with accessing local plans, assist with monitoring financial spend and vendor reconciliations, assist with managing vendor service delivery and development and adaptation of communication materials
Support the European initiatives including; researching wellbeing topics and suitable providers, liaising with vendors to launch and run initiatives and development and adaptation of communication materials.
Lead the salary and benefits survey process, including representation at the regional surveys meetings and job matching sessions; submission and verification of the data, and results analysis using appropriate tools and software
Assists in market-pricing and benchmarking analysis by collecting relevant data from external and disparate sources
Performs benchmarking, market review and data analysis and may assist in modelling exercises.
Supports the development of Salary Structures and Ranges and maintains the Country Job Matrices
Produces accurate reports in order to ensure that compensation and benefits decisions are made using relevant data
Assists in rolling up compensation programs, systems and processes, including, but not limited to, development and adaptation of communication materials for various compensation programs like annual performance review, short and long term incentive programs, implementation of the processes and training/support to customers before and during the process
Maintains Reward databases on survey and market data analysis or job evaluations, and tools such as the Towers Watson Global Grading System
Supports the Annual Pay Review and bonus plans processes as and when required
Support ad hoc projects and other initiatives in compensation and benefits
Develops effective working relationship with HRBPs, the HR community, the business managers, global comp team, third party providers and competitive C&B contacts.
Acts as point of contact for Reward related queries

Key Skills, Behaviours, Knowledge & Experience
Degree Level or equivalent experience
Another European language an advantage
High level of numeracy and statistics
Knowledge of job evaluation.
Strong analytical skills
Organised, accurate and with very strong focus on attention to detail
Ability to use initiative, generating innovative ideas and providing effective solutions
Able to respond quickly and effectively to customer needs
Ability to work under pressure to tight deadlines
HR Information Systems experience desirable
Advanced Excel skills essential
Ability to handle highly confidential data without prejudice
Proven compensation and benefits experience required
Flexible and adaptable approach to meet changing business and work circumstances.

Core Behaviours

Acts with integrity
Is seen as open and honest
Is respected within the team
Leads with Vision
Is receptive to change
Demonstrates a “can-do” attitude
Uses initiative

Delivers Results
Gets the job done
Meets Standards and Deadlines
Displays a high energy level

Knows the Business
Understands his/her role and its impact on the business
Is a good cultural fit
Is focused on providing great customer service

Builds Effective Teams
Good Team Player
Supports Other
Understands the impact of own actions and behaviours on colleagues

Listens and Communicates
Communicates Effectively
Is patient – listens to others
Shares appropriate information with others

Thinks Strategically
Learns new information quickly
Understands their key priorities
Thinks ahead

Develops Others
Always willing to learn
Readily shares knowledge and expertise with others
Learns from experience

Come and Discover Different at TJX. From opportunity and teamwork to growth, we think you’ll find that it’s so much more than a job. When you’re a part of our global TJX family, you have the full support of a diverse, close-knit group of people dedicated to finding the greatest deals and fantastic style. Best of all? They have a lot of fun doing it.
We care about our culture, but we also prioritise the important things like competitive salaries, solid benefits and plenty of room to grow in your role. It’s our way of empowering you to make your career here.
Apply Now: click Apply Now
Show Less
Report"
"Pyramid Recruitment Ltd
3.0",Senior Data Analyst,"Sutton, London, England",£40K - £60K (Employer Est.),"£47,500 /yr (est.)",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.0,3.0,3.0,3.0,3.0,"My Client have an opportunity for a Senior Data Processor to join the team on a permanent basis.
The successful applicant will assist with all data processing activities to support them in Survey and Inspection activities. The role will support Remote Operations for global projects to control associated data quality, processing and charting of data, production of final reports and deliverables.
What does the role involve?
Processing of hydrographic survey and inspection data including digital terrain data and pipeline inspection data
Video review and eventing
Processing of INS derived data
Processing of Dimensioning Control data
Creation charts and drawings, data visualisation and interpretatio
Implementing GIS Technology associated with map production
Review, quantify and report on standards of survey data processed offshore
Assist with Data Governance processes related to Survey data
Prepare, review, quality control and final preparation of survey and inspection reports
Oversee and execute Managed File Transfer systems to maintain delivery of raw data.
Preparation of documentation such as procedures, guidelines and manuals
Provide support to field-staff through addressing of technical queries and analysis of acquired datasets
Interface and liaise with projects and manage work against scheduled deadlines
Support transfer to and use in operational projects of new data solutions
To maintain and comprehensive handover notes
To maintain a detailed and accurate processing log
To maintain and develop experience in Survey software and Survey techniques
What do you need to have?
Degree in a surveying or geoscience subject is preferred
Masters in GIS (desirable)
Qualifications in earth science, geography, mathematics (desirable)
Excellent computing skills in standard office applications and software packages
Relevant experience in a related environment
Proficient CAD and GIS skills
Knowledge of survey sensor calibrations
Proven offshore experience
Knowledge and understanding of a variety of specialised survey software products
Good knowledge of survey data processing philosophies and methodologies
Knowledge of automated processing techniques, Machine Vision and Machine Learning
Knowledge of cloud computing and hosting services
What do they offer?
Career Development – As well as being able to offer a wide variety of projects to work on we have a dedicated personal development scheme and are committed to developing our engineers to allow them to progress their career through the organisation.
Flexible working – we offer a flexible working environment with hybrid working options available to any successful candidate.
Job Type: Full-time
Salary: £40,000.00-£55,000.00 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
Sutton, SM2 5BN: reliably commute or plan to relocate before starting work (required)
Application question(s):
Do you require any form of sponsorship to undertake a permanent role?
Work authorisation:
United Kingdom (required)
Work Location: Hybrid remote in Sutton, SM2 5BN
Show Less
Report"
"Janus Henderson
4.2",Enterprise Data Analyst - Corporate,"London, England",£40K - £60K (Employer Est.),"£55,142 /yr (est.)",1001 to 5000 Employees,2017,Company - Public,Stock Exchanges,Finance,Unknown / Non-Applicable,3.6,4.1,4.1,3.6,4.3,"We are a leading independent global asset manager, dedicated to delivering the best outcomes for our clients through a highly diversified range of actively-managed products. We are truly global, supporting our individual and institutional investors across a range of products, encompassing equities, fixed income, multi-asset and alternatives. Our high-energy and collaborative culture at Janus Henderson helps our client achieve their goals and ensures that our people love the place they work.

Our culture is the foundation for how we interact with clients and one another as part of our unique, people-focused work environment. We support a flexible hybrid working model that allows teams to build a strong and positive culture by inspiring innovation and increasing collaboration. Currently our hybrid working model allows employees to work 3 or more days in office and the remaining time remotely.

Employees and Managers will discuss and determine what schedule works best for them and the team, with additional flexibility available based on the role, business needs, and individual circumstances.
JHI Workplace Practices is subject to change as the future of work within our organization evolves.
The department

The Enterprise Data Management (EDM) department plays a crucial role in supporting the success of the business. We are responsible for developing and implementing a global Data Management model and Data Governance organization to support our fund management, trading, distribution, regulatory and operational areas with high quality data obtained from trusted and resilient sources.

Overview of the role

You are responsible for performing a variety of functions associated with maintaining all reference data (Corporate) across multiple systems, for a variety of investment products, with the goal of providing accurate, timely data that is used for analytics, risk management, trading, finance, compliance, marketing, and client reporting. This includes developing and analyzing daily, weekly, and monthly reports to ensure accuracy, compliance and control.

Duties and responsibilities

You will:

Maintain corporate data integrity and compliance by performing data cleansing, data audit and/or data validation
Ensure all corporate data elements are opened, closed and updated both timely and accurately
Set improvement targets, qualify and quantify the results of data quality efforts
Recommend ways to strengthen data integrity, quality and availability across the enterprise
Work with IT, data stewards and internal business groups to develop effective, efficient, and transparent processes around the use of master data in systems
Create testing programs in stage environments to manage proposed changes in master data
Work with IT resources and data stewards to look for data anomalies by using data profiling tools
Maintain understanding of master data tools, downstream systems and data lineage rules
Assist in the development and maintenance of operational policies and procedures
Maintain understanding of all internal stakeholder requirements and business processes
Develop daily, weekly, and monthly quality dashboards that show state of data errors and exceptions as well as progress toward specific data quality targets
Assist in the design, development, testing, and implementation of new processes and/or system enhancements to ensure that the design meets business requirements while improving department efficiency and effectiveness
Carry out additional duties as assigned

Supervisory responsibilities

No

Skills and qualifications

Significant operational data management experience within the financial services sector (preferably in the buy side) with a focus on corporate data
Experience with Asset Management corporate data
Experienced in data operations approaches, quality practices in large financial organization(s)
Five-year experience within the financial services industry with a focus on corporate data management and quality
Experience working with large data sets
Proficiency with MS Office suite, as well as tools such as Alteryx, SQL, Python, Power BI and other technologies that assist in manipulating and visualizing data
Self-motivated, driven and solution-oriented mindset

Competencies required

In addition to putting clients first, acting like an owner, and succeeding as a team, the competencies for this role include:

Excellent written and verbal communications skills
Ability to build effective relationships at all levels of the business
Approachable and open minded
Strong analytical mindset
Enjoys problem solving
Proactive in establishing processes and the best ways of working

Ongoing competence in the role to be assessed, in line with applicable regulatory requirements, by:

Annual performance appraisal
Completion of all assigned compliance training

Compliance requirements

At a minimum the role will require you to:

Place the interest of Janus Henderson’s Clients first, act in accordance with TCF (Treating Customers Fairly) principles
Understand and follow laws and regulations applicable for your role, seeking the help of your supervising manager or Compliance if additional guidance is required
Understand and abide by all Janus Henderson policies applicable to your role, and seek support/guidance of the policy owner guidance when required
You are ultimately accountable for your actions and responsible for seeking further information on any or all of the above as necessary.

We are an equal opportunity / affirmative action employer. All applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status.

Janus Henderson (including its subsidiaries) will not maintain existing or sponsor new industry registrations or licenses where not supported by an employee’s job functions (as determined by Janus Henderson at its sole discretion).

All applicants must be willing to comply with the provisions of Janus Henderson Investment Advisory Code of Ethics related to personal securities activities and other disclosure and certification requirements, including past political contributions and political activities. Applicants’ past political contributions or activity may impact applicants’ eligibility for this position. Janus Henderson is an equal opportunity /Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status. All applications are subject to background checks.
Start your job application: click Apply Now
Show Less
Report"
"Amnesty International UK
2.5",Data Analyst,"London, England",£40K - £60K (Employer Est.),"£44,682 /yr (est.)",201 to 500 Employees,1961,Non-profit Organisation,Grantmaking & Charitable Foundations,Non-profit & NGO,Unknown / Non-Applicable,1.8,3.4,2.3,1.9,3.8,"Contract Details
Permanent
Salary
£44,682 (includes London weighting)
Weekly Hours
35 with flexibility options
Location
London EC2A / Hybrid in the UK
Application Deadline
Wednesday, February 22, 2023
Interview Date
07 March 2023
Job Summary
Amnesty International UK (AIUK) has a simple aim: an end to human rights abuses. Independent, international and influential, we campaign for justice, fairness, freedom and truth wherever they are denied. Do you want to use your skills, knowledge and experience to help change the world? You could be our new Data Analyst.


About the role
The Data Analyst is responsible for providing the insight, reporting and learnings to evaluate the effectiveness and inform the direction of Amnesty International UK’s marketing and campaigning activities. The role is also responsible for managing the extraction of mailing and other contact data for AIUK’s supporter communications.
The Data Analyst is also required to produce reports and dashboards, ensuring that data analysis findings are communicated to key stakeholders across the organisation in an engaging and impactful manner.
We’re looking for someone who is passionate about drawing insights from data and is keen to use their analytical skills to maximise the impact of our campaigns to end human rights abuses.
More details can be found by downloading the job description from our careers portal.


The role may be for you if:
You have undertaken analysis and reporting to inform decision making in a fundraising or marketing context
You can develop and maintain reporting and dashboard solutions.
You collaborate and positively contribute to an inclusive culture.
You have a good knowledge of relational databases and a range of data analysis tools and techniques such as SQL, R and Python.
You can inclusively communicate statistical and technical findings in an easy-to-understand manner.


Our Commitment to you
Inclusion, Diversity, Equity, and Anti-Racism (IDEA) are at the core of our values. We want to be an organisation that tackles structural inequality and prejudice as well as be an actively anti-racist organisation. This means taking a meaningful and equitable approach to supporting and developing you and others during your time with us.
New colleagues receive 27 days leave annually (29 after five years), as well as bank holidays (pro rated for part time). 2-5% employee pension contributions are matched at 6-9% and we offer 6 months full pay for family leave. We offer flexible working such as compressed work patterns and job shares. See more details of our benefits here.
Apply for this role
The vacancy may be closed earlier than advertised if a high standard of applications is received. If you wish to be considered for the role, avoid delay in submitting an application.
We welcome applications from everyone and particularly encourage applications from people from an ethnic minority background, and people with a disability to help us achieve a balanced representation in our workforce, especially at senior grades.
To reduce bias in our shortlisting process, AIUK operates an anonymised application process. If for any reason you prefer to apply in a different format, or require adjustments in the process, please get in touch. We are a disability confident organisation. More details of inclusion in the AIUK recruitment process can be found here.
Show Less
Report"
"NTT Data UK
3.9",BI & Data Analytics - Multiple levels,"London, England",£40K - £60K (Employer Est.),"£45,000 /yr (est.)",1001 to 5000 Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.9,3.7,4.0,3.6,3.9,"You'll be joining the 6th largest IT Service Provider, present in more than 50 countries. From our roots in Japan, NTT DATA's mission is to facilitate business change and technology transformation across many industries for a better future for our business, people and community.

Everything we do is underpinned by our core values of 'Clients First', 'Teamwork' and 'Foresight' and we achieve these by putting people first.

We support and celebrate our differences and preferences, these are what makes us unique. Some of our initiatives, collectively known as “DO Diversity”, aim to create a space for us to learn and get involved in building a truly diverse environment.
Show Less
Report"
"Lorien
4.4",Data Quality Analyst - Audit,"London, England",£40K - £60K (Employer Est.),"£44,000 /yr (est.)",201 to 500 Employees,1977,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.5,4.3,"Data Quality Analyst - Audit
My client, a leading insurance business in London who are seeking a Data Quality professional to work within their Data Office team to assess risk and review controls over the quality of data used for key business decisions and regulatory reporting in one of the world's largest insurance companies.
As part of the Data Office team, the Data Quality Auditor will be involved in:
Working with various business and IT functions globally to understand and document data flows across key business functions in support of the implementation of the Global Data Governance
Framework;

Collaborating with business stakeholders to determine the responsibility for data and data quality in
key business processes;

Review of the data flows to identify data processing steps where the risk of data error is highest;
You will need experience in some of the following areas -
Experience in data governance, audit, risk management or related area including at least one of the following:
o engaging with business and / or IT management to understand and document the business
processes, data flows, controls, business needs;
o review of risks and controls; development and reporting of remediation plans;
o data analysis, profiling, interpretation and reporting of the results;

Understanding of regulatory requirements for data management in insurance industry, i.e. Solvency II will be an advantage.

Data protection experience and understanding of the GDPR requirements will be an advantage.
If youre interested please click through to apply below!
IND_PC1
Carbon60, Lorien & SRG - The Impellam Group STEM Portfolio are acting as an Employment Business in relation to this vacancy.
Show Less
Report"
"North Highland
4.3",Business Analyst - Telco - Contract,"Slough, Berkshire, South East England, England",£40K - £60K (Employer Est.),£53.75 /hr (est.),1001 to 5000 Employees,1992,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),3.6,3.6,3.9,3.5,3.8,"At North Highland, we believe in doing great things together. With you. With our clients. With a perspective on actions today that shape tomorrow. As the world's most innovative, collaborative consulting group, we've built a space to share ideas like never before. Do you have the skills, passion and commitment to transform industries for the better? Think you can bring your A-game every day? If so, join us. We like big thinkers with action on the brain
Business Analyst (Telco )- Contract opportunity
North Highland are currently looking for passionate Business Analyst's to join us as part of a people-centric culture and working environment.
You will be part of a team of consultants driving a programme for one of our key UK telco clients.
Must be able to show experience and knowledge in some or all of the following areas:
Solid data analysis skills
Billing systems
Salesforce
Utilities
Smart Metering
Information Security
Required Skills/Certification:
Requires demonstrated Business Analyst competencies and techniques
Telco domain background
Good understanding of traditional non-functional requirements (quality attributes) for software/IT systems.
Strong stakeholder management skills - this is key as several stakeholders are at different levels and from different functions.
Good understanding of Jira/Trello
Nice to have:
Requirements Management tool, such as Application Lifecycle Manager (ALM)
Business Process Modelling tool such as ARIS
Daily rate: up to £430 per day. Inside of IR35
Duration: 3 months with a strong possibility of extension
Location: Hybrid working - minimum 2 days travel per week to Slough
Please note, you will be registered to our candidate database and contacted if your skills and experience are a suitable fit for our contract vacancies.
* Applicants must be authorised to work in the United Kingdom without the need for visa sponsorship by North Highland. Work visa sponsorship will not be provided, now or in the future, for these positions.*
Show Less
Report"
"Corriculo
4.5","BI Analyst, Business Intelligence Analyst","Chertsey, England",£40K - £60K (Employer Est.),"£55,000 /yr (est.)",1 to 50 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.9,3.6,4.6,4.6,4.7,"Salary: To £55k + Bens & Bonus
Reference: COR4537M4
BI Analyst, Business Intelligence Analyst

We’re seeking an experienced BI Analyst / Business Intelligence Analyst to join a blue-chip organisation based in Surrey.

The successful BI Analyst / Business Intelligence Analyst will have the opportunity to work on a part-remote basis with 2 - 3 days working from home.

The Role

As the successful BI Analyst / Business Intelligence Analyst, you will integrate into an already established team, supporting the business in the development and migration of key business systems. You will work to gather requirements from stakeholders, providing key professional insights on best practices and systems that are integral to the seamless running of the organisation.

The Company

Joining this organisation as the successful BI Developer is your opportunity to join an enterprise-level company at a time of strong growth. With a over 50 years of industry success, this organisation is an excellent place to work if you are looking to take your career to the next level. As the successful BI Analyst / Business Intelligence Analyst, you will also benefit from a supportive and collaborative working environment where your abilities are recognised.

What's required
Proven experience working as a BI Analyst / Business Intelligence Analyst - specifically with experience of PowerBI.
Further experience with other relevant software including Anaplan, Inormatica & Cognos is also beneficial, however not essential.
Experience of reporting and various business reporting tools as well as an understanding of ETL processes and their related tools is required.

So what's next?
If this sounds like a role you’d be interested in then please get in touch!

Corriculo Ltd acts as an employment agency and an employment business. #indlow
Show Less
Report"
"Octopus Energy
4.3",Data Analyst (Renewables),"London, England",£40K - £60K (Employer Est.),"£30,789 /yr (est.)",1001 to 5000 Employees,2016,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",Unknown / Non-Applicable,4.2,4.0,4.6,4.3,4.0,"Help us make a big green dent in the universe. We're on a mission to drive the global renewable energy revolution, and we need loads more people to help us make our vision a reality.

Octopus buys power directly from wind, solar and hydro sites all over the UK (and soon all over the world). This allows us to supply our customers with green electricity, straight from the source.
We’re looking for an Analyst to support us as we sign contracts to buy power from more and bigger renewable generators. This Analyst will lead on pricing, risk management and performance monitoring. This will all be done with a view to paying a fair price to renewable generators, and delivering green electricity to Octopus customers at the lowest possible cost.

The ideal candidate will have a passion for using data to enable the transition to renewable energy. And will be comfortable with all the moving parts and complexity that come with the energy industry.

This role will sit within the Octopus Energy Procurement team. However, this is not a typical Energy Procurement team. Instead of working in large, siloed teams, our trading, risk, forecasting and data science functions work closely together. We use technology to maintain a lean operation as the company grows. We focus on the big problems and give people the autonomy and resources to find innovative solutions.
What you'll do
Create processes to track performance from contracting through to delivery, identifying areas for improvement.
Quantify and categorise risks in Octopus’s renewable energy origination processes.
Improve and maintain pricing tools, taking risks and historical performance into account.
Develop custom pricing proposals that are mutually beneficial to Octopus and renewable generators.
Work with the Forecasting Team to help Improve and maintain models for forecasting wind, solar and hydro generation at the level of the individual site.
Support the development of innovative commercial structures between Octopus's supply business and Octopus Energy GenerationDevelop alerting for generator outages or reduced performance.
Work with other teams at Octopus, including Strategy, Finance, Generation, Business, Hydrogen and many more.
Support Octopus businesses in other countries by sharing experience and best practices.
What you'll need
Passion for renewables and the energy transition.
Desire to explore complex systems and an ability to learn fast.
Ability to communicate complicated concepts in a way that everyone can understand.
Commercial awareness and financial literacy to identify and understand the problems that need solving.
Comprehensive knowledge of data design, data modelling, data management and data visualisation.
Experience with a scripting language (ideally Python).Experience writing complex queries in SQL, analysing large datasets and building reports and dashboards.
Why else you'll love it here
Wondering what the salary for this role is? Just ask us! On a call with one of our recruiters it's something we always cover as we genuinely want to match your experience with the correct salary. The reason why we don't advertise is because we honestly have a degree of flexibility and would never want salary to be a reason why someone doesn't apply to Octopus - what's more important to us is finding the right octofit!
Octopus Energy is a unique culture. An organisation where people learn, decide, and build quicker. Where people work with autonomy, alongside a wide range of amazing co-owners, on projects that break new ground. We want your hard work to be rewarded with perks you actually care about! We won best company to work for in 2022, on Glassdoor we were voted 50 best places to work in 2022 and our Group CEO, Greg has recorded a podcast about our culture and how we empower our people. We’ve also been placed in the top 10 companies for senior leadership
Visit our UK perks hub - Octopus Employee Benefits
If this sounds like you then we'd love to hear from you.

Studies have shown that some groups of people, like women, are less likely to apply to a role unless they meet 100% of the job requirements. Whoever you are, if you like one of our jobs, we encourage you to apply as you might just be the candidate we hire. Across Octopus, we're looking for genuinely decent people who are honest and empathetic. Our people are our strongest asset and the unique skills and perspectives people bring to the team are the driving force of our success. As an equal opportunity employer, we do not discriminate on the basis of any protected attribute. Our commitment is to provide equal opportunities, an inclusive work environment, and fairness for everyone.
Start your job application: click Easy Apply
Show Less
Report"
Metrica Recruitment,Product Data Analyst,"London, England",£40K - £60K (Employer Est.),"£47,500 /yr (est.)",1 to 50 Employees,2014,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"The Company
A market leading FinTech scaleup, who have grown at real pace over the last few years, after several successful crowdsourcing fundraising rounds, having grown to over 200 individuals, their aiming to double in size as they consolidate their presence within the ethical Fintech marketplace.
By empowering younger people to take control of their finances and learn fiscal responsibility from a young age within a fun, safe platform they are operating at the forefront of education and technology.
They have recently moved to a new central London office, which has a very friendly, colloquial office environment, with no dress code, and a remote first policy meaning you can go in as much or as little as you desire. With an excellent team of very high calibre individuals working seamlessly to improve the product as the user base grows, they offer fantastic progression opportunities and career development.
The Role
Working closely with other senior stakeholders throughout the product team, you will be looking to understand the successful features of the products that have been developed, as the business approaches 3 million users worldwide.
You will also be responsible for identifying areas for improvement through techniques such as A/B testing and conducting the relevant analysis, developing data driven hypotheses, implementing data structures and profiling using Bi tools such as SQL, Python, Looker and Google Analytics, communicating insights with senior stakeholders throughout the organisation in order to improve business performance.
The Candidate
To be successful in your application, you will have the following skills:
Strong commercial experience with SQL
Experience in data modelling
Experience in creating and delivering reports/dashboards using business intelligence tools
Experience delivering reports to senior stakeholders
A strong, quantitative degree background
The successful applicant will likely have the following skills and experience:
Commercial experience with Python
Experience with web analytics tools such as Google Analytics and Adobe Analytics
Experience within the digital education industry or previous experience within a gamified application
Job Owner: d.prosser
Show Less
Report"
The Royal College of Emergency Medicine,Data Analyst,"London, England",£40K - £60K (Employer Est.),"£36,300 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Data Analyst
£36,300 pa plus excellent benefits
London Bridge, London
35 hours per week
As Data Analyst, you will support with the maintenance and development of all RCEM assessments, by researching into the development of the assessments and contributing to their evaluation. You will also work closely with the Exams Team and Quality and Standards Team to deliver College exam results.
The Data Analyst is an important role for the College as you will be responsible for conducting routine statistical analyses to evaluate the validity and reliability of exams and produce written reports detailing your analysis of exam performance, candidate outcomes and any other analysis.
Reporting to the Head of Psychometrics, you will identify areas for development of College assessments based on your analysis and be responsible for presenting and discussing the outcomes of your analysis to various stakeholders where required.
In addition, you will also you will ensure exam quality by checking accuracy of OSCE and SBA Exam data as part of the results production process, whilst contributing to the development of examiner training and refinement of exam content.
Degree qualified in Statistics, Psychology, Science or Maths, or with a degree utilising a strong quantitative research methods element, you should have experience analysing large datasets, summarising data and using descriptive statistics and research methods such as regressions, ANOVAS, Correlations.
With a background in conducting research and writing reports, perhaps with published research, you should have a demonstrable ability to interact with key stakeholders and explain findings and outcomes concisely and coherently.
Knowledge of Quantitative Research methods is essential, whilst experience in test development and in assessment theories (Classical Test theory/Item Response Theory) would be desirable.
The Royal College of Emergency Medicine was established to advance education and research in Emergency Medicine. The College is responsible for setting standards of training and administering examinations in Emergency Medicine for the award of Fellowship and Membership of the College as well as recommending trainees for CCT in Emergency Medicine. The College works to ensure high quality care by setting and monitoring standards of care and providing expert guidance and advice on policy to relevant bodies on matters relating to Emergency Medicine.
At RCEM diversity, equality and inclusion is an integral part of our culture so it is important to us that this is reflected in everything that we do. We welcome applications from all individuals irrespective of age, race, gender, sexual orientation, ethnicity, religion or belief, disability, marital status or parental responsibilities to ensure we actively embrace an inclusive and representative culture that encourages, supports and celebrates our differences.
For further information and to apply, please send your CV and covering letter via the email application link. Please draw upon your experiences in your life, education, work, or voluntary roles to address to the points outlined in the Person Specification which can be found on our website. It is essential that a comprehensive cover letter is provided in order to be considered for shortlisting.
Closing date: 31 January 2023.
Job Type: Full-time
Salary: £36,300.00 per year
Benefits:
Company pension
Work from home
Schedule:
Monday to Friday
Ability to commute/relocate:
London: reliably commute or plan to relocate before starting work (required)
Work Location: One location
Application deadline: 31/01/2023
Show Less
Report"
