Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
"Cornwaliis Elt
3.3",DevOps Engineer – Azure - Terraform - CI/CD - YAML - Financial Services - Contract,"London, England",-1,£81.25 /hr (est.),1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.7,3.2,3.7,3.4,2.7,"DevOps Engineer – Azure - Terraform - CI/CD - YAML - Financial Services - Contract
Job title :
DevOps Engineer – Azure - Terraform - CI/CD - YAML - Financial Services - Contract

Location :
London

Job type :
Contract

Salary :
£600 - £700 per day

Sector :
Buy Side

Reference :
BHJOB6067_19563

DevOps Engineer – Azure - Terraform - CI/CD - YAML - Financial Services - Contract

**This contract will be via an FCSA Umbrella**

Our client, a leading Financial Services firm based in the City, are seeking a DevOps Engineer to join their team on a contract basis working on a key migration project and supporting the DevOps team lead.

The successful candidate will be responsible for providing support to warehouse migration into Azure Data Lake, as well as automating and making enhancements to the platform.
The ideal candidate will have extensive knowledge and experience with DevOps, as well as solid expertise in designing and utilizing DevOps frameworks scalable for the Cloud.

Desired skills:
Experience in a similar DevOps or Cloud Engineering Role
Proven experience architecting Azure Cloud environments
Experience writing infrastructure as code using Terraform in an Azure environment
Ability to write YAML pipelines to support CI/CD processes
Financial Services background preferred
Strong understanding of the software development lifecycle including Agile principles

This is an exciting opportunity to join a leading Financial Services firm, contributing to decisions to drive change across the business.

Cornwallis Elt is an Employment Agency & Employment Business and has been listed 3 times in The Sunday Times Virgin Fast Track 100 of the UK`s fastest growing private companies, as well as in the Recruitment International Top 250, Top 50 in IT and the Recruiter Fast 50 & Hot 100 reports.
Show Less
Report"
"Spendesk
4.7",Senior Software Engineer - Banking,"London, England",-1,"£74,330 /yr (est.)",201 to 500 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.6,4.3,4.8,4.5,4.5,"The banking team within Spendesk oversees everything thing related to money. From generating virtual cards, to making a wire transfer, or maintaining balance for customer accounts. This critical part of the software requires secure and reliable solutions. Your work is to develop and maintain the API that offers banking services within Spendesk, and the back office that allows internal auditors to operate the banking platform.
We expect engineers to be able to work on every part of the feature, specs, technical design, development, testing, documentation, and maintenance. Money doesn't allow approximation; in the banking squad, we don't compromise over quality.
Finally, your job is not only about writing code, we are looking for great team players. As money is at the heart of our system, you’ll get to work closely with anyone across the company and every decision you’ll make may have a huge impact.
Our stack:
Typescript
Node.js for our backend and banking applications
React/Redux on the frontend of the Backoffice.
PostgreSQL for data storage, Redis and SQS for jobs and queues
Terraform to define our infrastructure
AWS to run all of this
Github actions for CI.
What we're looking for:
Numerous years’ experience in back-end development with respect to state-of-the-art practices
Strong experience in designing distributed and secure systems
Modern JavaScript/ES6 libraries
Experience with NodeJS on large scale backend applications
Good knowledge of micro-services architectures
Experience designing, building and maintaining APIs
A product focussed mindset
Comfortable with DevOps aspects
Autonomy, fast-learning and proactiveness
Good knowledge on testing best practices
As we are an international team, please submit your application and CV in English.


About Spendesk
Spendesk is the 7-in-1 spending solution built for finance teams to make faster, smarter spending decisions. Founded in 2016, Spendesk is now one of the fastest-growing fintechs in Europe, with over 4,000 customers and an international team of 500+ employees based in Paris, Berlin, London, Hamburg, and remote. We’ve raised over €260M from leading investors, and been named a French tech unicorn. And we’re not stopping there!

About our people & culture
We believe that people do their best work when they’re given the freedom to thrive and grow. That’s why liberation is at the core of everything we do. We empower Spendeskers to take ownership of their work, to navigate ambiguity, and seize every opportunity. Spendeskers come from all over the world (35+ countries and counting!) but we have plenty in common: we're bold, ever-curious, committed to kindness, and tackle every challenge with a positive mindset.

About our benefits
Our culture is built on trust, empowerment, and growth — with benefits to match!

Fully covered Oyster card for traveling to and from our new office (up to £250 monthly depending on location)
-£45 monthly wellness allowance, accruable, to be used on whatever wellness means to you - through the Ben platform
Access to Moka.care for emotional and mental health wellbeing
Pension scheme (on salary sacrifice): 5% employee / 5% employer (by Aviva)
28 days of holidays
Latest Apple Mac equipment
Company virtual events
Visit our other offices: Paris, Berlin & Hamburg
Great office snacks to fuel your day
A positive team to work with daily!
Vitality private health insurance (for you and your family/partner)
Bupa private dental care

Diversity & Inclusion
At Spendesk, we're committed to fostering an environment where all differences are encouraged, supported and celebrated. We're building our culture for everyone, with everyone. Our goal is to attract and build a diverse, equal and inclusive team, where everyone feels welcome and we truly embrace and encourage people from all backgrounds to apply.

What you can expect from the hiring process:

1. A video call with one of our Talent Acquisition Partners to fully understand your career aspirations and answer any questions you have
2. A series of video calls with members of the team to align on what they will expect from you, and assess your technical skills and job fit
3. A final video call with the Hiring Manager, Head-Of or CEO depending on the seniority level to review any remaining questions
Show Less
Report"
"Kingsley Recruitment
5.0",Commercial Valuation Surveyor / Senior Surveyor,"London, England",-1,"£50,000 /yr (est.)",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,"Sector: General Practice Surveyor
Job Type: Permanent
Salary: £45,000 - £55,000 Plus Car Allowance & Benefits
Town/City: London
Region: London
Country: United Kingdom
Reference: AK18968

The Client
Our client is a Leading Property Consultancy with exciting, sustainable growth plans over the next few years looking for amazing people who want to grow along with them. They are a business that values our people that has launched exciting people initiatives to better people's experience, engaging with their people to listen to their needs and wants.
They are proud of their flexible approach to work and offer a hybrid set up where your home location in or around the outer London area should not be a barrier to undertaking this role – they are flexible on where you work, noting that you need to spend time in the London office, and to be able to service clients.
This is a company with a difference, working on a solid foundation of mutual trust, we are commercially focussed, and business orientated. Employing over 230 staff in the UK with a fast-growing presence, serving a wide range of Clients, they have established a strong track record and reputation as the ‘Partner with a purpose’ to help each Client get the most out of their property.
Through a strong network of offices in the UK, they offer a wide range of property services including consultancy, management, investment and commercial agency, residential sales & lettings.
The Role
A great opportunity exists for an experienced Commercial Valuation Surveyor or Senior Surveyor, looking for a position with the potential to progress, based in new West End offices.
The role will predominantly involve providing advice over a wide variety of investment property classes, acting for a range of clients from institutional pension funds, investment fund managers, high net worth individuals and family estates. There will also be the opportunity to undertake loan security valuations, purchase advisory, tax and other ad hoc valuations.
The company has a strong reputation for consultancy and advisory work, and an impressive client list, who have recently provided excellent independent feedback on their service, with metrics well above industry benchmarks. It’s a great place to work, with a strong reputation for quality service and remains an independent partnership.
Key Deliverables
Directly involved with the growth of the commercial valuation business
Ability to lead on the valuation of portfolios reporting directly to clients
High quality presentation skills, with the ability to present information accurately and succinctly both orally and in reports
Ability to reach firm and justifiable conclusions on values for work undertaken by yourself and other members of the team
Ability to work independently with minimal peer review
Ability to deal with several instructions at the same time efficiently and effectively
Deliver fee income commensurate with role.
Requirements
Member of the RICS (MRICS/FRICS)
RICS Registered Valuer
Driving licence
Either just qualified or up to 3 years PQE
Essential Experience
Demonstrable depth of experience in undertaking commercial valuation work across the UK
Proven record in valuation of a wide range of commercial property in several sectors
Experience of direct reporting to clients with good client satisfaction results
Good working knowledge of principal valuation software packages, including Argus Enterprise, Argus Developer and Capitalisation, and KEL Sigma & Developer
Experience of enhancing business performance through use of technology (PropTech), smart working processes, and developing new business initiatives that have led to growth and profitability
Established personal market profile with a range of clients, business, and professional network
Track record of being an active new business generator
Fully conversant with up-to-date RICS Valuation - Professional Standards and financial reporting standards for UK GAAP and IFRS for valuations
Other
Full Driving licence
Sociable
Team player
Benefits
Holidays: 25 – increase in line with length of service to a maximum of 30 days
Enhanced Auto Enrolment Pension Scheme
Life Assurance
Interest Free Season Ticket Loans
Cycle to work scheme
Flu and Eye Care Vouchers
Employee Assistance Programme
Plus, Flexible benefits as below
Policy that allows you to pick and choose additional benefits including purchasing 5 days additional holiday
Discounted Gym membership
Dental Insurance
Travel Insurance
My client offers real scope for career development for a dedicated, professional and enthusiastic individual with a strong work ethic who wants to join one of the market leaders.
If you wish to apply for this position, please email your CV to andrew@kingsleyrecruitment.co.uk or call Andrew Kingsley on 07879 413 765 for further information.
Show Less
Report"
"BRUIN Financial
3.9",JAVA | DEVELOPERS | SOFTWARE ENGINEER | INVESTMENT BANKING,"London, England",-1,"£71,414 /yr (est.)",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.6,3.4,3.9,3.8,3.5,"Permanent
London,

Ref: 31031
A fantastic opportunity has arisen to join a leading Investment Banking company, within the City of London, to join the expanding team of Java Developers. There are multiple opportunities within the company for Java Developers of different levels, all supporting the build of various business critical systems.
These roles sit within the front office algo trading development team where you will be building complex trading platforms. The business currently have many third-party applications but are looking to do more bespoke builds.
Key Skills:
Java
API (concurrency, collections)
Low latency
JAVA | DEVELOPERS | SOFTWARE ENGINEER | INVESTMENT BANKING

Bruin recognises the positive value of diversity, and aims to promote equality and challenge unfair discrimination. As a champion of equal opportunity employment we welcome applications from all suitably qualified persons – men and women, people of all ages, sexual orientations, nationalities, religions and beliefs. We particularly encourage applications from women, disabled, and Black, Asian and minority ethnic candidates as these groups are underrepresented throughout the financial services industry. Our clients work with us because they value a diverse workforce, and subscribe to our shared principle that all appointments are made on merit and that ability to perform the job will be the primary consideration.
Show Less
Report"
"Mcgregor Boyall
4.3",GCP risk Platform - Software Engineer,"London, England",-1,-1,51 to 200 Employees,1987,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),4.0,3.9,4.1,4.3,4.0,"Role type - Permanent
Location - London (3 days working from home)
Salaries - £60k - £125k depending on experience
Industry - Finance
A global investment bank with its technology hub based in London has recently partnered with Google to migrate several large platforms to be completely cloud-based using GCP.
They are currently undergoing a large scale cloud migration project on a cross asset Platform servicing risk finance and treasury business functions.
The aim of this project is to not only lift the platform into GCP but to completely rearchitect it.
They are looking for a range of engineers with an open-mindedness to technology and an eagerness to using a varied tech stack ranging from java and C++ to Python, Pyspark and scala.
Successful software engineers will be comfortable in an agile environment.
They aren’t looking for prior finance experience and previous cloud experience isn’t crucial either.
Roles available
Multiple Software engineers (Associates, AVP, VP)
Lead Software Engineer VP (leading from a technical perspective)
Big data engineers
No visa sponsorship available.
McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.
Show Less
Report"
"Macquarie Group Limited
4.3",Senior Operational Software Engineer - Risk Technology,"London, England",-1,"£70,726 /yr (est.)",10000+ Employees,1969,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),4.2,4.0,4.6,4.0,3.9,"Operational Software Engineers are responsible for building out, automating, and supporting our critical systems. In this role, you will combine problem solving skills with software and systems engineering to take a proactive approach in building fault-tolerant systems, improving observability/monitoring/alerting capabilities, automating tasks and build tools.
This role, based in London, will be part of the global Risk Technology team, responsible for running the platform that calculates Market Risk, Credit Risk and Margin Calcs for the entire bank. You will have the opportunity to impact the Commodities and Global Markets division within Macquarie front to back, building relationships with a motivated and agile global technology community. You will deliver high quality, low touch, scalable solutions across a mix of technologies and deployment stacks, including cloud and Kubernetes.
You will be offered the opportunity to learn from peers, be encouraged to collaborate and to be bold. You will be an active member of the team, contributing to ideas and peer reviews, mentoring others and being accountable for your solutions end to end.
About You:
A passion for technology, automation and continuous innovation.
Strong analytical, problem solving and debugging skills.
A learning mindset, and the curiosity to dive under the covers.
Effective interpersonal skills and the ability to mentor, coach, team building.
Strong influencing and negotiation skills.
Be proactive in identifying gaps, prioritizing and making suggestions.
Your Experience:
3+ years of experience in Unix/Linux and Bash
3+ Software development experience using Python, Java, C++ or similar
Experience with Git, CI/CD tooling (eg Jenkins)
Hands on experience with Cloud technologies (e.g. AWS, GCP, etc.)
Knowledge of good software design and application architectural practices.
Ability to define and measure non-functional requirements, such as reliability, availability, security, and performance.
Other Valuable Experience:
Docker, Kubernetes, Helm
Financial Services / capital markets experience or interest
Observability and monitoring/alerting – Prometheus, Splunk, Jaeger
Build Tooling – Bazel, Gradle, etc
If this role sounds like the right opportunity to further your career, please apply via the link.
About Commodities and Global Markets
Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable workplace enables us to embrace that diversity to deliver more innovative and sustainable solutions for our people, clients, shareholders and communities. At Macquarie, you'll be encouraged to be yourself and supported to perform at your best. If you're inspired to deliver on our purpose of ‘empowering people to innovate and invest for a better future’, we want you on our team. If you need adjustments made to the recruitment process, please reach out to your recruiter.
As an inclusive employer, Macquarie does not discriminate on the grounds of age, disability, sex, sexual orientation, gender identity or expression, marriage, civil partnership, pregnancy, maternity, race (including colour and ethnic or national origins), religion or belief.

Joining Macquarie means you’ll be able to work in a way that suits you best. With the right technology, support and resources, our people can work in a range of flexible ways. Talk to us about what working arrangements would help you thrive.

About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 18,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.

Job no: COG-964141
Work type: Permanent - Full time
Location: London
Category: Senior, Technology
Group: Corporate Operations Group
Division: Technology
Recruiter: Calum Brown
Opening Date: 27/4/2022
Show Less
Report"
"Salt Recruitment
4.6",Senior Java Engineer – FinTech backed by Investment Bank,,-1,"£90,000 /yr (est.)",201 to 500 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),4.5,4.0,4.6,4.5,4.5,"Salt are recruiting for Senior Java Engineers for a high growth FinTech startup in London – they were spun out of a major American investment bank 2 years ago and in that time they’ve raised $73M and grown to circa 200 employees – and they are just getting started!
As a Senior Java Engineer, you will be joining a technology team currently 46 people strong, working across 3 separate product offerings that supply into 29 markets as their global footprint quickly expands.
Day to day, you will be designing, implementing, and owning server components, micro-services in Java/Kotlin in an AWS environment. As a Senior in the team you’ll also help to oversee the development within the team and use your voice to suggest improvements and make an impact.
They are looking for Senior Java Engineers who have proven practical experience with:
Spring Framework
Micro-service Architecture
AWS
If you have experience with Kotlin and/or Kafka this is an advantage, but not an essential and can be taught.
The salary for Senior Java Engineer roles will range from £80,000 to £100,000.
They also offer attractive benefits like matched pension upto 6% + equity + bonus + healthcare/life insurance + 36 days holiday and others.
Their head offices are based in Central London – happy to offer flexible/remote working – would like to see you 2 days per month.
Please contact me, Reuben – rjenkins@welovesalt.com – interviews are happening now and Senior Java Engineer roles go quickly in this business!
Job Information
Job Reference: JO-2211-328936
Salary: £80000 - £100000 per annum
Salary per: annum
Job Duration:
Job Start Date: asap
Job Industries: Software Engineering Jobs
Job Locations: Greater London
Job Types: Permanent
Show Less
Report"
"CMC Markets
3.7",Senior Java Developer - Pricing and Risk,"London, England",-1,-1,501 to 1000 Employees,1989,Company - Public,Investment & Asset Management,Finance,$100 to $500 million (USD),3.5,3.4,3.6,3.5,3.9,"We are looking for an experienced backend Java developer to join our Pricing and Risk team. We work on a pricing and trading platform utilising technologies from TIBCO and OneTick, in Java SE. As well as development, a senior developer will take on more design responsibility for various projects, as well as providing technical mentoring to other members of the team.
ROLE AND RESPONSIBILITIES
Design and develop pricing and risk components to support the firm's market-making business, working across multiple asset classes ranging across Equities, FX, Commodities and other derivatives;
Partner with other key groups: financial engineering and quantitative teams, business operations, product development and the other IT teams; to ensure products are implemented efficiently and meet the demands both internally (dealing) and externally (clients) and addressing any issues that arise;
Work with the Front Office users and Business Operations to address any issues;
Maintain personal/professional development to meet the changing demands of the role, including all relevant regulatory and legislative training;
Understand the nature of the trading floor business and the need to respond quickly and efficiently to issues that can or has caused business outage;
Creation of maintenance and reporting tools relevant to the product area as appropriate;
Ensure a positive approach to challenge and provide open and honest feedback;
Provide mentoring and training for more junior members of the Pricing and Risk group;
Occasional requirement to work during the weekend for a product release or maintenance;
Maintain personal/professional development to meet the changing demands of the role, including all relevant regulatory and legislative training;
When dealing with all customers, clients or colleagues ensure that we provide a clear, fair and consistent high quality service that presents a professional and positive image of CMC Markets;
Take all reasonable steps to ensure appropriate confidentiality;
Undertake such other duties, training and/or hours of work as may be reasonably required and which are consistent with the general level of responsibility of this role.
KEY SKILLS & EXPERIENCE
Competencies:
Java (J2SE)
OOD, Junit
Gradle
Spring
Strong solution design skills
Strong requirements analysis skills
Experience of continuous integration
Knowledge of concurrent programming techniques
Strong Team Player
Takes personal responsibility to deliver results
Essential:
An appropriate track record of commercial experience in Java SE;
Excellent communication skills supporting an ability to adapt to the trading floor and the pressures of working closely with the business;
Experience of all aspects of the development lifecycle;
Experience of developing large scale systems;
Desirable:
Good understanding of core financial concepts / mathematics and a strong interest in the area;
Financial knowledge from developing trading systems;
Exposure to distributed messaging;
Exposure to CEP Engines, or Event Driven Programming;
Good degree in a numerate subject such as Computer Science, Mathematics, Physics or equivalent
Experience writing automated tests.
CMC Markets is an equal opportunities employer and positively encourages applications from suitably qualified and eligible candidates regardless of gender, sexual orientation, marital or civil partner status, gender reassignment, race, colour, nationality, ethnic or national origin, religion or belief, disability or age.
Show Less
Report"
"Mcgregor Boyall
4.3",Java Software Developer AWS GCP Investment Bank,"London, England",-1,-1,51 to 200 Employees,1987,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),4.0,3.9,4.1,4.3,4.0,"Global US Investment Banking firm with multi-year technology investment plans see a Senior Lead Java Software Engineer. Working as part of the firms innovative Cloud-First strategy that works to optimize the IT environment and implement high degrees of automation to enable more agile application delivery. Using the latest technology stacks to deliver cutting edge solutions using the lastes version of Java, Go, C-based languages or Python. Working across greenfield AWS, GCP and/or Azure based architectures.
As a Cloud Financial Engineering leader on the firms Public Cloud team, you will be instrumental in developing industry-leading cloud software solutions on a global scale.
The ideal candidate has experience with or the desire to build modern/scalable cloud-based software systems. We’re a small, multi-disciplinary team that’s engineering our FinOps systems and practice. We own our software solutions end-to-end, from ideation to design/development and operation. If you love to lead, solve challenging problems, and operate in a fast-paced environment, this role is for you.
Design, build, and own systems and capabilities needed for cloud financial management across globally distributed businesses and teams
Define mission and vision for the Cloud Financials team, lead design and architecture discussions, advocate for best practices, participate in code reviews, and contribute to scaling the team
Experience required:
Expertise in developing software using languages such as Java, Go, C-based languages or Python.
Computer Science fundamentals (data structures, algorithms) and problem-solving skills
Systematic problem-solving approach with excellent communication skills and a sense of ownership
Expertise with Service Oriented Architectures, API-first approach, and cloud-based service offerings, preferably on AWS.
Experience working with relational/NoSQL databases
Experience with developing and operating on the cloud
Experience working with AWS, GCP and/or Azure
Experience working with large-scale ETL solutions, and data processing and querying solutions e.g., Apache Spark
Experience with DevOps, modern SDLC practices and tools
McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.
Show Less
Report"
EMEA Resourcing,Sophis Fusion Capital Toolkit Developer/Programmer/Software Engineer,"London, England",-1,-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"Sophis Fusion Capital Toolkit Developer/Programmer/Software Engineer, English speaking
Work conditions: 3 days/week on site London, 2 days/week remote, 1 week per month on site in Brussels, Belgium
Skills:
Have a proven knowledge of Finastra Sophis Risque toolkit development
Confirmed expertise in either C++ or C#.NET,
SQL programming: syntax, objects utilization and optimization,
Functional knowledge of financial markets products and activities (specific knowledge of the commodity derivatives product is an asset),
Good knowledge of the management of the Sophis workflows (ex. forecasts, automatic tickets, ),
Adhere to the Agile philosophy and the DevOps concept,
Have strong analytical and problem-solving skills,
Good written and spoken knowledge of English.
Work environment:
The Financial Markets development teams are focused on delivering solutions for sales, traders and risk managers. We are specialized in derivative products, covering multiple asset classes (equities, commodities, interest rates). Our business users are located in London, Amsterdam, Brussels, New York and Singapore. You will be part of a Sophis Dev-Ops Squad located in Brussels and will be responsible to deliver new code related to the Financial Markets Transformation (Digitalisation), working closely with the Commodity desk in London
Your key responsibilities:
As a Dev Engineer,
You propose solutions to business requirements,estimate workload and develop said solutions.
You find the right level of documentation to make sure that sufficient knowledge is available and shared within the team .
You recognize and highlight risk issues on the platform and offer guidance to stay in control by driving structural improvements.
You stay tuned to new trends and technologies to bring innovative solutions to the platform.
You control both the design phase and the actual development and testing of our applications. You understand the entire stack, so that you can bring applications into production and assist in resolving incidents in cooperation with the Ops Engineers.
You are in constant dialogue with your tribe: you understand the goal of our business and work in a team of experts to find the most relevant solution for the customer's needs
As a team member of a DevOps Squad,
You bring the right mind set and work as a team in a pragmatic approach
You take full ownership in building and running the platform
You actively participate in the planning and estimation of tasks
Working for a well established client.
Flexible start date (ie immediate to 3 months notice)
12 months extendable contract
Working for a well established client.
Flexible start date (ie immediate to 3 months notice)
12 months extendable contract
Job Types: Temporary contract, Full-time
Schedule:
Day shift
Work Location: Hybrid remote in London
Show Less
Report"
"McGregor Boyall
4.3",Cloud Platform Engineer - Software Engineer [Analyst],"London, England",-1,"£65,000 /yr (est.)",51 to 200 Employees,1987,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),4.0,3.9,4.1,4.3,4.0,"CLOUD PLATFORM ENGINEER – SOFTWARE ENGINEER
SALARY [£58,000 - £65,000]
HYBRID WORKING [LONDON] 2-3 DAYS A WEEK
**SPONSORSHIP AVAILABLE**
My client is a market leading bank, well established for many years who uses state of the art technology.
You’ll be working as part of the Market Valuation and Risk Management (MVRM) Technology area inside Risk, Finance, and Treasury. MVRM systems enable the bank’s risk functions and trading businesses to calculate, generate, analyse, and report on the bank’s significant risk and capital metrics to our regulators.
The clients strategic platform - RiskFinder - is a complete solution for Risk and Capital Metric Management, consisting of a scalable full-revaluation calculation engine with 50k cores, a multi-petabyte-scale Big Data analytics platform, and low-latency in-memory distributed grid reporting technologies. The platform is used by multiple domains/clients, and demand is forecasted to grow significantly in the next five years.
The clients technology stack includes Java, C, C++, PostGres, OracleDB, Lua, Python, Scala, and Spark, plus other off-the-shelf products integrated into one platform.
Your key responsibilities
Collaborating with Product Managers, user experience designers and functional analysts to understand the new system, user-facing desktop, and mobile features
Building the required features as a member of an agile feature team
Cooperating with our quality assurance team to ensure the quality of all changes to the platform
Participating in iteration planning and sprint review ceremonies and engaging with your feature team in the SAFe Program Increment process
Helping maintain code quality via code reviews
Your skills and experience
Educated to bachelor’s degree level (Science, Technology, Engineering, Mathematics preferred) or equivalent qualification/work experience
Experience of a systems language (C, C++, Java, C# etc.)
Knowledge of SQL and Python and in-depth knowledge of Operating Systems, shell languages, git, Software Development Lifecycle tooling
Strong hands-on delivery track record, good exposure to computational concepts and excellent communication and interpersonal skills, both written and verbal
Cloud (mainly Google) experience is advantageous
McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.
SALARY [£58,000 - £65,000]
HYBRID WORKING [LONDON] 2-3 DAYS A WEEK
**SPONSORSHIP AVAILABLE**
My client is a market leading bank, well established for many years who uses state of the art technology.
You’ll be working as part of the Market Valuation and Risk Management (MVRM) Technology area inside Risk, Finance, and Treasury. MVRM systems enable the bank’s risk functions and trading businesses to calculate, generate, analyse, and report on the bank’s significant risk and capital metrics to our regulators.
The clients strategic platform - RiskFinder - is a complete solution for Risk and Capital Metric Management, consisting of a scalable full-revaluation calculation engine with 50k cores, a multi-petabyte-scale Big Data analytics platform, and low-latency in-memory distributed grid reporting technologies. The platform is used by multiple domains/clients, and demand is forecasted to grow significantly in the next five years.
The clients technology stack includes Java, C, C++, PostGres, OracleDB, Lua, Python, Scala, and Spark, plus other off-the-shelf products integrated into one platform.
Your key responsibilities
Collaborating with Product Managers, user experience designers and functional analysts to understand the new system, user-facing desktop, and mobile features
Building the required features as a member of an agile feature team
Cooperating with our quality assurance team to ensure the quality of all changes to the platform
Participating in iteration planning and sprint review ceremonies and engaging with your feature team in the SAFe Program Increment process
Helping maintain code quality via code reviews
Your skills and experience
Educated to bachelor’s degree level (Science, Technology, Engineering, Mathematics preferred) or equivalent qualification/work experience
Experience of a systems language (C, C++, Java, C# etc.)
Knowledge of SQL and Python and in-depth knowledge of Operating Systems, shell languages, git, Software Development Lifecycle tooling
Strong hands-on delivery track record, good exposure to computational concepts and excellent communication and interpersonal skills, both written and verbal
Cloud (mainly Google) experience is advantageous
McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.
"", ""image"": ""https://www.mcgregor-boyall.com/uploads/mcgr_logo.png"", ""employmentType"": ""Permanent"", ""industry"": """", ""hiringOrganization"" : { ""@type"":""Organization"", ""name"":""McGregor Boyall-Delivering Talent"", ""url"":""https://www.mcgregor-boyall.com/"", ""logo"":""https://www.mcgregor-boyall.com/uploads/mcgr_logo.png"" }, ""jobLocation"": { ""@type"": ""Place"", ""address"": { ""@type"": ""PostalAddress"", ""addressLocality"": ""London"", ""addressRegion"": ""London"", ""postalCode"": ""London"", ""streetAddress"": ""London"", ""addressCountry"": ""London"" } }, ""baseSalary"" : { ""@type"": ""MonetaryAmount"", ""currency"": ""GBP"", ""value"": { ""@type"": ""QuantitativeValue"", ""value"": ""65000.00"", ""unitText"": ""YEAR"" } }, ""url"": ""https://www.mcgregor-boyall.com/jobs/london/technology/cloud-platform-engineer-software-engineer-analyst/27242"" }
Show Less
Report"
"Google
4.5","Industry Architect, Financial Services and Insurance, Google Cloud","London, England",-1,-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.3,4.4,4.4,4.1,4.3,"Minimum qualifications:
Experience leading cloud transformations in enterprise financial services organizations.
Experience in creating an end-to-end design across various functional domains.
Experience in managing C-level relationships and stakeholder landscape.
Experience in influencing and driving design choices.

Preferred qualifications:
Experience in creating technology strategy, capability roadmaps, and implementation approaches for large migration programs.
Experience in creating end-to-end solution architecture for various financial services workloads and considering the operational needs of a large organization.
Experience in engaging product organization and influencing others to work on product features to drive the overall product strategy and roadmap.
Experience working with cross-functional teams.
About the job
The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
Responsibilities
Drive cloud design and technical delivery across infrastructure, networking, operations, and application migrations by providing technical direction and design leadership.
Engage with the C-level leaders and act as a technical advisor to build confidence and organize overall IT strategy aligned to the broader business needs.
Drive tactical and strategic decision-making for a technology transformation journey. Provide credible advice by leveraging cross-functional technical and functional domains.
Drive industry centric accelerators, assets, and point-of-view to create broader impact across the industry in a specific domain or a technology area.
Ensure predictable technical outcomes for workload migrations to Google Cloud Platform considering the technical and delivery constraints.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.
Start your job application: click Apply Now
Show Less
Report"
