Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
Pearson Carter,Azure Data Solutions Developer- London- £80K,"London, England",£110K - £117K (Glassdoor Est.),"£77,500 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Azure Data Solutions Developer- London- £80K
Pearson Carter is working with a leading European private equity firm who is seeking an experienced Azure Data Solutions Developer to join their small but growing IT & Transformation team.
As a key member of the team, you will be at the forefront of launching a new phase of transformative cloud-based data solutions to the business. You will be providing technical leadership in defining and building brand new cloud-based architecture within the MS data platform to solve business problems. The ideal candidate should have a proven and recent track record of providing end-to-end solutions, and be confident in providing high-quality, performant solutions that follow best practice.
Responsibilities:
-Providing technical expertise and development support in building, augmenting and optimizing Azure data solutions and platform architecture.
-Implementing new data flows and integrations that support business efforts.
-Modelling data to support analysis.
-Designing and implementing data solutions using various Azure products like, Azure Synapse, SQL, etc.
Experience:
- Azure Data experience with SQL and Synapse
-Integration of Dynamics CRM 365 into the Data Platform
-Advanced SQL and experience with relational databases
-Building optimal data pipelines
-Troubleshooting data quality issues and processes.
Salary:
This role offers a salary £75k - £80K per annum plus an attractive benefits package.
Location:
This client is working to a hybrid working model with travel to their London office three times a week, with the rest from home.
How to apply:
Please apply ASAP with your CV to be considered for this position. You can also get in touch with me on 0191 406 911.
Pearson Carter are a leading Microsoft Azure recruitment agency – www.pearsoncarter.com
Microsoft Azure, Azure Data, Database, Data Bricks, Azure SQL, Data Lake, Dynamics CRM, TOGAF, Data Fundamentals, Azure Solutions Architect, Data Engineer, Dynamics 365, London, Greater London.
Job Types: Full-time, Permanent
Salary: £75,000.00-£80,000.00 per year
Work Location: Hybrid remote in LONDON
Show Less
Report"
"QVC
3.4",Senior Data Engineer (m/f/d),"Chiswick, England",£110K - £117K (Glassdoor Est.),"£51,624 /yr (est.)",10000+ Employees,2018,Company - Public,Other Retail Shops,Retail & Wholesale,$10+ billion (USD),3.2,3.5,3.4,3.1,3.4,"Essential Duties:
Partnering with global and local software and infrastructure teams on Data Platforms modernization initiatives including building out automation to provision and configure systems quickly
As a Data Platform Engineer, you are responsible for the setup, deployment, and productionising of data-intensive environments. You develop infrastructure as code that will support the setup of the self-service data platform.
Build and maintain Data platform engineering systems cloud compute platforms in a hybrid configuration with systems deployed both to on-premises data centers and cloud (Azure) environments.
Provide third level support and troubleshooting for issues escalated on installed technical solutions
Implement recommendations to ensure optimal performance and reliability for mission critical and global enterprise systems
Work with broader Platform Engineering organization in leading the evaluation of new technologies relative to their domain(s) and makes strategic recommendations
Work with Platform Engineering teams to design environments that optimize our efficiency in delivering value to our customers and the business
Analyze the technology options/feasibility and define the build, delivery, and deployment pipeline for applications
Design and implement tools, plan for future updates, help maintain and update our teams infrastructure
Your Profile:
A Bachelor's Degree in Computer Science, Engineering, or related field or a combination of education and experience
Experience with Data platforms technologies such as Oracle, SQL Server, MySQL, Maria-DB or Eloquence
Experience with infrastructure monitoring (Dynatrace, Icinga)
Experience with Infrastructure-as-Code concepts and tools (Ansible, Terraform)
Strong Knowledge of Microsoft Azure or a similar cloud platform (AWS, GCP, etc.)
What we offer:
Open and dynamic working atmosphere
Attractive remuneration model
Flexible working time model with flexitime regulation to promote work-life balance (including overtime regulation)
Offers within the framework of company health management
20% employee discount on the QVC product range
Employer-funded pension
Wide range of training opportunities
Job Type: Permanent
Benefits:
Flexitime
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Bonus scheme
Show Less
Report"
UM for Network Rail,Level 4 Data Analysis apprenticeship scheme,"London, England",£110K - £117K (Glassdoor Est.),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Making evidence-based decisions matters
If problem solving and collecting data matters to you, you matter to us.
A Data Analyst Apprenticeship with Network Rail provides you with the chance to find out how data can be used in order to answer questions and solve problems. In your role, you will play a crucial part in helping to make decisions more evidence-based and, most importantly, help Network Rail operate more effectively.
Our Data Analyst Apprentices will be joined by experienced colleagues who will help you learn and develop. Once you work independently, you can apply your skills to help with the successful management of some of our biggest projects.
We offer generous study support with our apprenticeships and once you complete your qualification, there are multiple career options for you to further your development within Network Rail.
Overview
· You will begin with a competitive starting salary, and this will increase throughout the scheme as you develop.
· The scheme lasts for two years.
· You will be based in York , Doncaster , London
· The scheme will be a combination of online and classroom-based study.
Who you are matters
We’re looking for sharp thinkers and those with a curious mind. People who enjoy working in a team but are also confident to work alone with their own judgement to make decisions.
No one day will be the same in this role. You’ll be working in different areas and aspects of Network Rail as you learn about the future of the business and its contribution to the country.
At Network Rail, we invest in your future, exposing you to the different areas and aspects because you will play a key role in future of the organisation and its contribution to the country. In return, we respect individuals who are driven, hardworking and uphold Network Rail’s values and behaviours.
What you’ll be doing
You’ll get hands-on experience working across multiple projects which will help you develop an understanding of how evidence-based analysis plays a vital role in the running of Network Rail. You’ll become a pro in data handling and will be taught a range of analytical techniques to help identify and predict trends and patterns in data. You’ll play a key part in investigating and solving complex problems to prevent their reoccurrence. As data analysis is such a fast-moving environment, it’s imperative that you keep informed of industry trends including data languages, tools, software and lessons learnt elsewhere.
What you’ll get out of it
Once you’ve completed the Level 4 Data Analyst apprentice programme, you will have the opportunity to progress further within Network Rail.
The opportunities it leads to
Many of the apprentices further their career progression within Network Rail, taking on roles such as Planner or Programme Controls Manager.
Job Types: Full-time, Apprenticeship
Benefits:
Company pension
Cycle to work scheme
Employee discount
Free or subsidised travel
Life insurance
Schedule:
Monday to Friday
Supplemental pay types:
Bonus scheme
Work Location: One location
Expected start date: 01/09/2023
Show Less
Report"
"Adeccogroup
3.8",Data Visualisation Manager (Hybrid/Remote),"London, England",£110K - £117K (Glassdoor Est.),-1,10000+ Employees,-1,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),3.6,3.3,3.7,3.5,3.8,"About the role
We currently have an exciting opportunity available for an experienced Data Visualisation Manager. As a leader within the Data, Insights and Analytics function, you will be an inspirational figurehead in driving the necessary transformations to deliver success for The Adecco Group UK&I.
The Data Visualisation Manager will form part of the leadership team within our function, alongside colleagues covering Data Management, Data Engineering, Data Analytics, Data Science and Data Culture. This role will drive the strategy and tactical actions necessary to design, develop and deliver visualisations, dashboards and reports to internal and external customers. Our output is leveraged at the most senior levels of UK&I leadership at critical decision points, as well as forming a vital part of our most high-profile external customer relationships.

What you'll be doing
Own the Data Visualisation team’s backlog, prioritisation, and communication with customers
Own the data visualisation platform, and any security implementations
Ensure highest-quality visual output is available for use by customers
Define the necessary policies, processes and ways-of-working within the team
Design the team to best deliver on function strategy
Provide technical and design guidance to team members
Develop job specifications and manage Data Visualisation recruitment processes
Define the data, tools and techniques required to deliver
Oversee all data visualisation and reporting development within the team
Define the Data Visualisation Policy for our function
Implement governance requirements from Data Management
Minimise friction for customers in accessibility to data and insight
Ensure resources are efficiently deployed, minimising resource wastage, with RoI responsibility
Co-ordinate effectively with colleagues within our function
Build solid relationships across dependencies and stakeholders
Advocate for and represent DIA professionally
Lead, manage and development the team
Create a culture of independence, autonomy, collaboration, innovation and excellence
About you
Experience of management and leadership within data visualisation
Experience of stakeholder management, with strong communication skills between the data and business environments
Significant experience with visualisation tools, preferably PowerBI
Knowledge of best-practice visualisation design and methodology
(Desirable) Knowledge of cloud data storage solutions such as Azure
(Desirable) Data modelling experience
Why choose us?
It’s an exciting time to be part of our team. We’re proud to be a global thought-leader and care about doing the best job we can to ensure better futures for everyone. We do this by building our Future@Work strategy as a united team of 30,000+ colleagues with a collective spirit working in over 60 countries globally.
You’ll have the opportunity to grow across a variety of interesting jobs and careers over our extensive portfolio of global brands. We empower our colleagues to work in the smartest, most efficient ways to achieve total balance between the demands of their jobs and their lives. That’s why we give you the autonomy and support you need to work in the way that makes you most productive, agile, confident, and insightful.
Putting people first, pioneering with a collective spirit and always advancing with a growth mindset -that’s what we stand for at the Adecco Group. Here, we are all individuals with a unique perspective on the world we live in. That’s what makes us stronger. Whoever you are and whatever your background, you can be yourself. So, we aim to build on the attributes that make you, you. We offer a range of world-class resources for upskilling and development, satisfying your curiosity while the sharing skills, knowledge, and expertise to grow together.
Make an impact where it matters most.
A journey to bring out the best in you
We believe that having an understanding of the hiring process helps you to prepare, feel, and be, at your best. As a global, multi brand organisation with multiple different roles, our application process can vary.
On our career site, you will find some of the key steps you can expect to guide you along the way.
As one of the world’s largest employers we believe in talent, not labels, and focus on the diverse and unique skills our people bring. We seek to foster a culture of belonging and purpose, an environment where everyone can thrive and feel engaged, and where difference is respected and valued. Our commitment to equity, equal opportunity, inclusion, and diversity is part of our broader commitment to respecting fundamental human rights across our value chain. The Adecco Group is proud to be an Equal Opportunity Employer.
#LI-UK/I
Show Less
Report"
"CGI
3.9",Data Architect,"London, England",£110K - £117K (Glassdoor Est.),"£55,634 /yr (est.)",10000+ Employees,1976,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD),3.7,3.3,3.9,3.6,3.9,"Job Description Data Architect

Position Description
CGI are currently looking for a Data Architect to come and join our Secure Innovation & Advisory team which is part of CGI’s Space, Defence and Intelligence business unit. The area is focused primarily on the delivery of contemporary and innovative technical solutions for the government agencies most challenging problems. Our teams work alongside our clients to help them understand how to exploit technologies to maintain competitive advantage. The SIA team is heavily committed to developing our members and will provide excellent learning and development opportunities to ensure that your knowledge and skills keep pace with the evolving technology landscape. We engender a culture of innovation, collaboration and ownership; highly motivated self-starters thrive within our organisation.



Your future duties and responsibilities
Identify, prioritise and addresses concerns related to the solution, including risk and financial aspects
Communicate with business, delivery and operational stakeholders about the end-to-end solution
Models the solution's context, structure and financial aspects
Assures that the solution fulfils its present and anticipated end-to-end architectural requirements and financial constraints by analysis, validation, modelling and road mapping
Supports teams delivering and operating the solution


Required qualifications to be successful in this role
Supports teams delivering and operating the solution
Data Architecture experience
Exposure to working with Enterprise Data Catalogues
Data entity design and implementation
Proficiency in data modelling techniques
Knowledge of ArchiMate modelling language
Data Centric
Understanding of Cloud

Security Clearance: Must be UK national – and either hold, or willing to gain higher level Security Cleared (SC).

Working pattern: due to the secure nature of the work we are operating with a hybrid working policy. We would expect our members to be in their local office as and when required. Some travel to other CGI or client sites might be required (all travel away from your base office is expensed)

Unconditionally inclusive – we know diversity brings a great greater variety of ideas, perspectives and experiences to the workplace. We actively encourage diversity at CGI and inclusivity is one of our top priorities, with support networks for Parents, Women, LGBT+, BAME, Neurodiversity and Disability.

#LI-CGISDI
#INDCGI
#IND



Insights you can act on

While technology is at the heart of our clients’ digital transformation, we understand that people are at the heart of business success.

When you join CGI, you become a trusted advisor, collaborating with colleagues and clients to bring forward actionable insights that deliver meaningful and sustainable outcomes. We call our employees ""members"" because they are CGI shareholders and owners and owners who enjoy working and growing together to build a company we are proud of. This has been our Dream since 1976, and it has brought us to where we are today — one of the world’s largest independent providers of IT and business consulting services.

At CGI, we recognize the richness that diversity brings. We strive to create a work culture where all belong and collaborate with clients in building more inclusive communities. As an equal-opportunity employer, we want to empower all our members to succeed and grow. If you require an accommodation at any point during the recruitment process, please let us know. We will be happy to assist.

Ready to become part of our success story? Join CGI — where your ideas and actions make a difference.




Skills
Data Analysis
Data Architecture
Data Engineering
Data Modeling
Cloud Computing
Show Less
Report"
"Knight Frank
3.8",Data Architect,"London, England",£110K - £117K (Glassdoor Est.),"£80,409 /yr (est.)",10000+ Employees,1896,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),3.5,3.2,3.6,3.4,3.5,"Reference No
27731

Job Title
Data Architect

Type
Permanent

Salary Range
Competitive

Division
Residential

Sub Division
Research

Department
Residential Research (10000116)

Location
55 Baker Street


Knight Frank is the leading independent property consultancy in the UK offering agency and professional advice across Commercial, Residential and Rural sectors. Established in 1897, Knight Frank now comprises a global network of over 400 offices.

Due to the rapid growth of data and analytics capabilities within the organisation, an exciting new role has opened for a Data Architect to strengthen and advance efficiencies and organisation of multiple company datasets. Supported by the wider team you will be required to review the current database structure and tables and highlight tables for archive. You will advise on best practice within architecture, design, and coding areas.

The role will require someone who has strong SQL Server and Data Warehouse developer background. You will have the tenacity to see through complex problems as well as the vision and spontaneity to contribute new ideas that gain traction within Residential Research.

Responsibilities

Review of Residential Research’s server structure and tables
Archive redundant datasets
Apply consistent naming convention
Maintain accurate and complete architecture documents
Perform performance optimisation and maintenance on tables
Write clean, effective, and reusable code with notes for others throughout

Experience

Building Enterprise Data Warehouse
Have strong experience with Microsoft SQL or T-SQL for querying data
Experience in the Property sector
Experience in working with MS Azure Cloud Platform
Experience with Alteryx

Particular Aptitudes/Skills Required

Highly organised, systematic and adaptable with an excellent attention to detail, with the ability to prioritise work effectively
Ability to work within a high-pressure environment, balance priorities and remain calm under pressure
The successful candidate will be self-motivated, organised and pro-active with excellent computing and administration skills.
A “hands on” attitude and possess the necessary skills, manner and experience to provide an effective

#1 #LI-AL1
Show Less
Report"
"Vanguard
3.7",Global Investment Data Manager,"London, England",£110K - £117K (Glassdoor Est.),"£70,410 /yr (est.)",10000+ Employees,1975,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable,3.6,3.4,3.8,3.2,3.8,"Join us and help support data driven decision making and the financial futures of investors!
Vanguard’s Global Investment Data Management team has a Global Investment Data Manager opportunity open in London. To lead a team of specialists to provide standardized data operations in acquisition, analysis, and distribution services to front, middle and back-office teams, and other enterprise data clients and internal partners and stakeholders. You will operate and collaborate as part of a globalized investment data management group, ensuring the team’s services meet data consumer expectations, anticipating client needs and leading and collaborating in initiatives to improve service delivery.
In this role, you will:
Manage a team, creating an engaged and positive team atmosphere. Provides guidance, training and motivation as necessary to develop staff. Hires, evaluates, and counsels personnel. Follows corporate disciplinary procedures per established Vanguard standards, as required. Sets challenging performance standards, reviews performance, provides feedback, and recommends wage increases in accordance with all applicable Human Resources policies and procedures.
Lead a team of specialists and managers to provide data acquisition, analysis, and distribution services front, middle and back-office teams; and other enterprise data clients and internal partners and stakeholders enhancing investment decisions, and fund oversight. Accountable for meeting the tactical and strategic objectives of Global Investment Data Management and to ensure team’s service meets data consumer expectations. Contributes to the advancement and provide leadership in support of Vanguard’s global investment data management strategy.
Evaluate team performance through the use of metrics and uses this data to identify, track, and measure improvement initiatives. Obtains client feedback and coaches and develops crew to continually improve service delivery and the client experience.
Proactively identify and mitigate external events and regulatory changes that impact team. Anticipates client needs and develops impact and mitigation approaches. Accountable for team’s adherence to Vanguard’s policies.
Lead a team in its support of new projects and initiatives. Considers global impact of changes to team and clients and ensures clear communication and smooth implementation. Enables change by setting a vision for the team that aligns with department and enterprise goals. Influences crew to work together to reach vision and aspirational goals.
Develop and implement plans to achieve departmental and corporate objectives. Maintains a compliant and high-performing service environment, ensuring service level agreements are met and continuously improved upon. Sets measurable goals and examines ways to raise standards, to increase quality, and to improve overall performance of the unit. Works with management in the planning, development, and execution of short and long-range goals.
Manages stakeholders relationships, while understanding needs to prioritize team action. Fully understands impact of team’s service activities to support resource planning and drives a client-first culture through the development of strategic relationships with leaders and internal clients.
Continue to develop knowledge of financial markets, securities, and global investment data themes to bring an informed perspective to the data management process and help drive strategies. Understands key drivers that impact the team and its clients, utilizing knowledge to identify opportunities that enable the operations to continuously improve.
What it takes:
Undergraduate degree or equivalent combination of training and experience.
Experience in a team management position with a passion for team personal development and growth
Demonstrated expertise of financial concepts and analytical capabilities.
Ability to quickly become knowledgeable in current and future policies, practices, trends, and information affecting the Data Management organization with a commitment to enhancing knowledge of global financial services industry.
Exceptional client relationship, leadership, organizational and interpersonal skills. Proven ability to effectively communicate with external providers, internal business clients and personnel at all levels.
Excellent judgment and ability to analyze issues quickly and independently to take appropriate action with minimal supervision.
Demonstrated ability to function in a fast paced, ambiguous working environment with multiple and diverse responsibilities.
Demonstrated ability to lead and motivate others. Excellent leadership and interpersonal skills. Ability to lead initiatives to desired conclusion while fostering teamwork and development.
Advanced knowledge and skills using current versions of the Microsoft Office Suite.
Special Factors
Vanguard is not offering visa sponsorship for this position
INTERNAL CREW, CONTRACTOR & DIRECT APPLICATIONS ONLY.
Please note, current suppliers and potential suppliers are not permitted to communicate with or contact or send or otherwise provide any speculative resumes to any department, business unit, subsidiary or affiliate of Vanguard, or any employee thereof, at any time unless expressly instructed or permitted by a member of Vanguard’s HR department. For the avoidance of doubt, Vanguard will not pay any fees to a supplier or potential supplier in respect of any candidate unless Vanguard HR has either requested the referral or given its prior written consent to the referral. If you would like to partner with Vanguard Europe, please contact recruitment_europe@vanguard.com
About Vanguard
We are Vanguard.
Together, we’re changing the way the world invests.
For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.
We want to make success accessible to everyone. This is our opportunity. Let’s make it count.
Inclusion Statement
Vanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”
We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.
When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.
Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success.
Future of Work
During the pandemic, we transitioned to a work from home model for the majority of our crew and we continue to interview, hire, and on-board future crew remotely.
As we have developed the path forward, we have taken a thoughtful approach that both maximizes the advantages of working remotely and the many benefits of coming together and collaborating in a shared workspace. We believe that in-person interactions among our crew are important for preserving our unique culture and advantageous for the personal development of our crew.
When our Crew return to the office, many will work in our hybrid model. A smaller proportion of our crew will operate in the Work from Home work model (for example, field sales crew); or in the Work from Office model (for example, portfolio managers).
The working model that your role falls into will be communicated to you in the interview process – please do ask if you are unsure. We encourage you to make the decision regarding your job interview and offer knowing which model your role will fall into. We will test and learn as our ways of working evolve and will continue to evaluate working models along the way.
Show Less
Report"
"Portman Dental Care Ltd
3.9",Data Architect,United Kingdom,£110K - £117K (Glassdoor Est.),-1,501 to 1000 Employees,2009,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.8,3.7,3.7,4.0,3.7,"We have a newly created vacancy for a Data Architect to join our Business Systems team. This position offers you the opportunity to work either on a hybrid or fully remote basis, with occasional visits to our Cheltenham office as required.
About the role
We have recently defined an ambitious digital transformation programme, which involves the analysis and documentation of multiple complex IT environments. Our aim is to drive greater efficiency as we continue to scale, improve the service that we offer to our patients and our practices, and to deliver an improved experience for our colleagues working at Portman. Our transformation journey needs to take place alongside the rapid growth of our business, and as such, we are seeking a driven, determined and diligent Data Architect to help us deliver the programme.
Some of your key responsibilities in this role will include:
Developing conceptual, logical & physical data models
Performing impact analysis on data structure changes
Leading the analysis of current data management technologies and platforms to detect critical deficiencies and recommend solutions for improvement
Defining data quality metrics and validation rules
Developing a sound understanding of existing systems and processes, their strengths and limitations, and the current and future needs of the environment in which they exist
Designing logical data models and systems functions
Coordinating and interacting with technical and business functions
Working closely with data owners and business analysts to set and govern data access requirements
Recommending and enforcing Data Warehouse standards, best practices and architecture for enterprise data warehouse and analytical applications systems
About you
This is a key role for our Business Systems team as the business continues to grow and demands for high quality data increase. As such, we welcome your application if you are/have the following:
At least three years of experience within the Architectural domain
Experience developing IT and cloud infrastructure
Good understanding of best practices regarding system security measures
Experience in design architecture
Understanding of business analysis techniques and processes
Experience within a data administration, data analysis or database development role
Experience in establishing methods and procedures for tracking data sources, data lineage, data quality & completeness
Ability to assess and solution with emerging technologies (Big Data, Hadoop, NoSQL, Cloud)
Strong communication skills, including the ability to simplify the complex, communicate clearly and unambiguously, and explain technical things to non-technical people
Excellent organisational skills and ability to prioritise workload to maximise results and use of resources
A can-do, enabling attitude and comfortable with ambiguity; also adaptable and flexible
What’s in it for you
Portman Dental Care is a high growth, fast-paced business which means that there are lots of opportunities to progress and develop your career with us. In addition, we offer:
Bonus scheme - our colleagues are key to Portman’s success, so you’ll be entitled to a bonus based on some key metrics, including business performance
25 days holiday plus bank holidays and additional time off for any special days e.g., your birthday, child’s first day at school, getting married, moving house or a charity day
Opportunity to buy up to an additional 3 annual leave days per year
Enhanced maternity and paternity leave
Life assurance
Contributory pension scheme
Dental cover – one free check-up and hygienist appointment per year
Employee Assistance Programme - 24/7, 365 days a year confidential helpline and counselling service providing help and advice on a range of issues
Cycle to work scheme
Benefits platform with access to discounted shopping, cinema, and much more
About Portman Dental Care
It’s an exciting time at Portman Dental Care. Backed by private equity, we are now the largest privately focused dental group in the UK: we have grown to over 220 practices in 12 years and aim to be the UK’s leading dental brand. We have a further circa 50 practice across the Nordics, the Republic of Ireland and Benelux, and ambitious plans for continued growth in the UK and internationally. Through this growth, our ethos remains simple and strong – we focus on treating others as we would want to be treated ourselves. We continue to scale our business and expect our rapid growth to continue over the coming years.
If you would like to find out more about this Data Architect opportunity or to find out about other opportunities at Portman, please press apply. Alternatively, please feel free to share this opportunity with friends or colleagues.
IND003
Show Less
Report"
"G2 Legal Limited
4.5",Data Privacy & Cybersecurity Senior Associate,"London, England",£110K - £117K (Glassdoor Est.),"£135,000 /yr (est.)",51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),4.3,4.2,4.5,4.6,4.8,"Experience: 4 - 10+ years of experience
Data Privacy & Cybersecurity Senior Associate – London – £120,000 - £150,000

A great opportunity has arisen for a Data Privacy & Cybersecurity Senior Associate to join this highly regarded and growing team in the city, offering high quality work and an excellent salary combined with a real work-life balance.

In this role you will be dealing with a range of data protection and cybersecurity matters including:

Advice and drafting of data protection and cybersecurity policies and contracts

Managing international projects

Advising on GDPR, data transfer and data sharing

Data breach preparation & response

Negotiating and drafting data processing agreements

Your experience should include:

4+ years PQE

Advising on data privacy

Drafting privacy and data protection policies and documents

Multijurisdictional matters

Data breach advice and response

This is a great opportunity for a Data Privacy & Cybersecurity Lawyer to join a successful and growing team with an impressive roster of clients. The firm also offer an excellent salary and benefits package whilst maintaining a real work-life balance.

If you're a Data Privacy & Cybersecurity Lawyer looking for a new role in London apply now or get in touch with Tom Davies at G2 Legal to find out more.

#G2MSS
Required: 4 - 10+ years of experience
Company Benefits
25 days holiday per annum
Bonus Scheme
Car/Car Allowance
Company Pension Scheme
Critical Illness and Private Medical Insurance
Show Less
Report"
Adamson Associates (International) Limited,Data Manager,"London, England",£110K - £117K (Glassdoor Est.),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Adamson Associates’ London office is seeking an experienced Data Manager to assume responsibility for our existing information management system, as well as for its continuing development.
The successful candidate will come from an architectural background and will possess a thorough understanding of the digital deliverables of architectural practice, to current ISO standards. The Data Manager will work alongside our in-house BIM team to develop systems and processes to enhance the performance and efficiency of the office.
Responsibilities:
· Maintain and develop the office information management database
· Information Management duties and responsibilities across the different departments
· Develop and maintain office digital templates
· Provide Q&A procedures for all aspects of the digital workflow
· Guide the implementation of authoring software plugins and third-party applications
· Troubleshoot and resolve technical and software problems
· Liaise with internal and external IT and IT support staff
· Support IT team on software errors and debug
Requirements:
· Extensive knowledge of Microsoft Power Platform (Power Fx)
· Extensive knowledge of SharePoint and the 365 products ecosystem
· Proven experience in designing and deploying data pipelines and data model architecture
· Experience in designing computer code to continue the development and performance of the IMS
· Experience of agile principles and methodology
· Knowledge of common libraries for data engineering and transformation (i.e. Pandas, PySpark)
· Extensive knowledge of Microsoft Visual Studio
· Extensive knowledge of Custom Revit API interface tools
· Extensive knowledge of SQL server
· C# expertise/experience
· Knowledge of Power BI
· Knowledge of Bluebeam Studio Administration would be an advantage
· Knowledge of Autodesk/Revit/ACC/BIM360 would be an advantage
The successful applicant will have a strong aptitude for technology, strong decision-making and problem-solving skills, and is an excellent troubleshooter. They will bring a positive attitude and proven proficiency working collaboratively within a team setting. A strong work ethic and sense of responsibility for your own work is also important, as is self-motivation. Applicants should be prepared for absorbing increasing responsibility for both current and future projects, and hold a clear ambition to grow within the firm.
Job Type: Full-time
Salary: From £1.00 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
London: reliably commute or plan to relocate before starting work (preferred)
Work Location: One location
Application deadline: 28/02/2023
Reference ID: Adamson Associates
Show Less
Report"
"Cord
3.8",Enterprise Data Architect,"London, England",£110K - £117K (Glassdoor Est.),"£102,500 /yr (est.)",1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,3.5,"Do you believe that data holds the key to success? Are you a master in the art of data architecture? Can you help deliver enterprise wide data transformation? If yes, then we may have the role for you!
As the Data Architect, you will create and maintain a data architecture that meets regulatory and compliance requirements for Metro Bank, whilst enabling us to manage data in line with architecture principles. You will efficiently design data structures and models that your colleagues across the Bank can own, in a way that meets business needs and allows us to continue to surprise and delight our customers.
Depending on the team, most of our roles offer flexible working.
So what would you be doing?...
Supporting the Head of Data in developing and maintaining data architecture strategy and roadmaps
Understanding business requirements and drivers in order to establish the logical data definitions
Helping to deliver enterprise wide data transformation
Working closely with colleagues to understand and deliver the agreed strategic outcomes for data architecture
Creating data models to solve specific problems or new initiatives, as well as creating and maintaining the enterprise data dictionary
Acting as a data architecture design authority to make sure that all data models are fit for purpose, implementable, complete and meet the current and future needs of architecture
Providing feedback regarding methodologies, standards and leading practices
Supporting the creation and maintenance of the enterprise data dictionary
Enforcing adherence to architectural standards/principles, product-specific guidelines, usability design standards, etc.
You need to be this kind of person…
Passionate about providing unparalleled levels of service and convenience for customers
Able to work and learn quickly in a fast paced, fun and dynamic environment
Prepared to stick at something – we get nervous if someone has jumped from job to job as we want people who are prepared to learn and grow
Care about doing a great job and exceeding expectations with the quality of what you do
And... we are a bank so risk is a part of everything we do. We love people who take responsibility, do the right thing for customers, colleagues and Metro Bank and have the courage to call out any concerns.
We always support colleagues to develop their skills. But to be successful in this job you really do need to already be able to do most of these wonderful things...
Understand the risks associated with your job and what that means for you, Metro Bank and all our stakeholders
A strong background in data architecture, data modelling and data definition and currently be working in a similar role, in a forward thinking and fast paced business
Extensive experience of delivering flexible, reliable, supportable logical and physical data models, for an enterprise that supports internal and external systems
Already have a good understanding of industry standards and best practice techniques to build and maintain data models, along with knowing the advantages and disadvantages of enterprise data models
Excellent at working with complex data structures and data models to recommend key business focused data architecture, and able to simplifying complex messages
Able to take accountability and be credible, with a proven capability to drive, govern and support implementation
Ideally, you will have relevant Microsoft and ITIL qualifications
Flexi-working
Bonus scheme
Share scheme
Life assurance
Healthcare
Vitality
Phone screen
1st video interview
2nd video interview
Data Architecture, Data ModelingData Architecture
Show Less
Report"
